Year,District,Municipality,Ward_No,Ward_Name,Winning_Candidate,Party,Category,Reservation_Status,Source
2020,Kozhikode,Payyoli,10,AYANIKKAD SOUTH,MAHIJA P P,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,11,AYANIKKAD EAST,MANOJ KUMAR,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,12,KUTTIYIL PEEDIKA,KHALID KOLARIKKANDY,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,13,PAYYOLI NORTH,RASIYA FYSAL,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,14,NELLERI MANIKKOTH NORTH,SHYMA P P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,15,KIZHUR,SIJINA MOHANAN,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,16,KOVVAPPURAM,C K SHAHANAS,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,17,THACHANKUNNU,SHAFEEKH V,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,18,THACHANKUNNU SOUTH,SHAJMINA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,19,KIZHUR SOUTH,GOPALAN,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,20,NELLERI MANIKKOTH,CHANDU MASTER,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,21,PAYYOLI TOWN,FATHIMA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,22,BHAJANAMADAM,ATHIRA N P,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,23,BHAJANAMADAM NORTH,HARIDASAN P M,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,24,PAYYOLI WEST,V K ABDURAHIMAN,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,25,PAYYOLI BEACH,ANSILA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,26,ERIPPARAMBIL,A P RAZAK,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,27,GANDHINAGAR,PADMASREE A P,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,28,BISMINAGAR,RIYAS P M,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,29,PUTHAN MARACHALIL,SUNAID A C,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,30,CHORIYANCHALIL,SHYMA T K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,31,KURIYADITHARA,K C BABURAJ,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,32,ARUVAYAL SOUTH,ANITHA K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,33,KOLAVI,SURESH BABU,LJD,General,General,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,34,CHETHILTHARA,GIRIJA V K,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,35,ARUVAYAL,VILASINI,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Payyoli,36,KOLAVIPPALAM BEACH,NISHA GIREESH,BJP,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,1,PANAKKODE,A P MAJEED MASTER,INDEPENDENT,General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,2,VAVAD WEST,BASHEER P V,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,3,VAVAD EAST,SUSHINI K M,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,4,POYILANGADI,ANILKUMAR N K,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,5,PORGOTTOOR,SURENDRAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,6,KALARANTHIRI NORTH,SHAMSUDHEEN T K,INDEPENDENT,General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,7,KALARANTHIRI SOUTH,NOORJAHAN V C,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,8,PATTINIKKARA,SUBAIDA ABDUSALAM,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,9,ARANGOD,ADV. ARSHA ASHOKAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,10,MANIPURAM,MUHAMMED ASHRAF (BAVA),INDEPENDENT,General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,11,KAREETTIPARAMBA EAST,SHABNA NAZER,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,12,KAREETTIPARAMBA WEST,AHAMMED UNAIS,NSC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,13,MUKKILANGADI,HASEENA NOUSHAD,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,14,VARIKKUZHITHAZHAM,SOJITH K C,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,15,CHUNDAPPURAM,FAISAL KARAT,INDEPENDENT,General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,16,KARUVANPOYIL WEST,SHABEENA NAVAS T P C,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,17,CHULLIYATTU MUKKU,AYISHA ABDULLA,NSC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,18,KARUVANPOYIL EAST,V MUHAMMED MASTER,NSC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,19,THALAPPERUMANNA,SIYALI VALLIKKAT,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,20,PRAVIL,AYSHA SHAHANITHA K C,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,21,NEDUMALA,E BALAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,22,VENNAKKADE,RAMSIYA MOL K,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,23,MADRASSA BAZAR,T MOIDEEN KOYA,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,24,SOUTH KODUVALLY,JAMEELA P C,NSC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,25,MODERN BAZAR,SUBAIR,INDEPENDENT,General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,26,NAROOKKIL,SHAHARBAN K,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,27,PARAMBATHUKAVU,HASEENA ELANGOTTIL,WPI,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,28,KODUVALLY EAST,HAFSATH BASHEER,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,29,KODUVALLY NORTH,RAMLA ISMAIL,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,30,KODUVALLY WEST,HASEENA NASAR,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,31,PALAKKUTTY,SHAREEFA KANNADIPPOYIL,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,32,ANAPPARA,NAZER KOYA THANGAL C P,INL,General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,33,NELLANKANDI,SAFEENA SHAMEER,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,34,VAVAD CENTRE,K SIVADASAN,INC,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,35,ERUMOTH,PREETHA K K,IUML,SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,36,ERANJONA,ABDURAHIMAN V (VELLARA ABDU),IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,1,NADUKIL,E SATHIANARAYANAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,2,THECHYAD,SAKEENA KABEER,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,3,KALLURUTTY SOUTH,ABDUL GAFOOR,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,4,KALLURUTTY NORTH,VENU KALLURUTTY,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,5,THOTTATHIN KADAVU,NOUFAL V I,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,6,NELLIKAPOYIL,VISWANADHAN P P,BJP,General,General,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,7,KANHIRAMUZHI,ANITHA KUMARI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,8,NEELESWARAM,VENUGOPALAN M T,BJP,General,General,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,9,MANGAPOYIL,A KALYANIKUTTY,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,10,MUTHERI,SIVASANKARAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,11,NEDUMANGADU,VASANTHAKUMARI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,12,AGUSTIANMUZHI,JOSHILA P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,13,KUTTYPALA,ASWATHISANOOJ,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,14,MUKKAM,PRAJITHA PRADEEP,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,15,KAYYITTAPOYIL,ADV CHANDHINI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,16,WEST MAMPETTA,VASANTHAKUMARI,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,17,KACHERI,BINDU K,CPI(ML),SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,18,KANAKUPARAMB,SARA KOODARAM,WPI,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,19,MANGALASSERI,FATHIMA KODAPPANA,WPI,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,20,PULPARAMBU,GAFOOR MASTER,WPI,General,General,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,21,WEST CHENNAMANGALOOR,RAMLA GAFOOR,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,22,POTTASSERI,M MADHU MASTER,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,23,KUTTYERIMMAL,BIJUNA MOHANAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,24,MANASSERI TWON,RAJANI M V,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,25,WEST MANASSERI,V KUNHAN MASTER,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,26,KARIYAKULANGARA,RAJAN EDONI,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,27,THOONGUMPURAM,RUBEENA K K,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,28,MUTHALAM,BINNY MANOJ,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,29,VENNAKODE,P T BABU,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,30,IRATTAKULANGARA,MUHAMMED ABDUL MAJEED,INDEPENDENT,General,General,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,31,MUNDUPARA,ABOOBACKER,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,32,POOLAPOYIL,M K YASAR,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Mukkam,33,KATHIYODE,KRISHNAN VADAKKAYIL,IUML,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,1,PARUTHIPARA,GOPI PARUTHIPPARA,IUML,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,2,KARINKALLAI,SAFA P,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,3,PARUTHIPARA SOUTH,NADEERA P T,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,4,FAROOK COLLEGE,ABDUL HAMEED,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,5,MELEVARAM,BEENA PRABHA,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,6,ADIVARAM,V M PUSHPA,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,7,MALEERI,ANILKUMAR K,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,8,KATTAYATTUTHAZHAM,BUSHRA RAFEEQ,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,9,CHIRAKKAM KUNNU,K PUSHPA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,10,NELLIKODE,REENA .R K,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,11,SEVAMANDIRAM,HAFSAL P K,CPI,General,General,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,12,KOLORKUNNU,SAJITHA M PARAPURAVAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,13,VAIDYARANGADI NORTH,ANVAR SADIK P,INL,General,General,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,14,VAIDYARANGADI SOUTH,SAIDALAVI (SALEEM),IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,15,PULLUMKUNNU,LALITHA K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,16,THOTTAYIPADAM,BINDU K,IUML,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,17,PALAKAPARAMBU,PUSHPA K,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,18,THOTTUNGAL,JUBAIRIYA C K,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,19,RAMANATTUKARA EAST,JAISAL K,INDEPENDENT,General,General,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,20,RAMANATTUKARA WEST,ABDUL LATHEEF P K,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,21,MUTTUMKUNNU,GEETHA C,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,22,THIRICHILANGADI,K M YAMUNA,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,23,UNNIALUNGAL,DR.K.CHANDRIKA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,24,KOTTAMANGALAM,M K GEETHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,25,CHULLIPARAMBU,NIRMAL P,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,26,KODAKKALLU,K SURESH,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,27,THUMBAPADAM,MYMOONA V,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,28,KODAMPUZHA,AYSHA JASHNA P,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,29,MADATHILTHAZHAM,SAJNA P .K,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,30,PALLYTHAZHAM,HASEENA K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Ramanattukara,31,PALLIMETHAL,ABDUL FAIZAL,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,1,PATHIRIKAD,K KUMARAN,IUML,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Feroke,2,KOLALITHARA,AFSAL K M,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,3,CHENAPARAMB NORTH,SHEEBA P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Feroke,4,FAROKE,KAMARU LYILA K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Feroke,5,FEROKE TOWN,K T A MAJEED,NCP,General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,6,CHANDAKADAVU,REEJA K,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Feroke,7,KOTTAPADAM,ASHRAF K V,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,8,PETTA SOUTH,E K THAHIRA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Feroke,9,PETTA NORTH,SAFEENA MAJEED,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Feroke,10,CHUNGAM,BALKEES P,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Feroke,11,KAKKATTUPARA,NISHAD K P,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,12,VAZHAPOTTATHARA,ANWARALI K,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,13,KALLITHODI,VIJITHAKUMARI K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Feroke,14,KUNNATHMOTTA,SHANOOBIYA NIYAS,LJD,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Feroke,15,KALLIKOODAM,MALIYEKKAL MUHAMMED,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,16,VADAKEBAZAR,SAMEESH M,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,17,MALAYILTHAZHAM,RAVI P,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,18,PULLIKADAVU,T P SALEEM,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,19,PERUMUGHAM,KODAKKAT MOHAMMED KOYA,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,20,WEST PERUMUGHAM,RUBEENA P,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Feroke,21,KALLAMPARA,ABDUL RAZAK N C,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,22,WEST KALLAMPARA,RADHAKRISHNAN M,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,23,MUTHUVATTUPARA,ABDUL SALAM P K,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,24,PUTHUKUZHIPADAM,PRAJALA N,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Feroke,25,NALLURANGADI,BIJEESH P,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,26,NALLUR,PRADEESHAN C,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,27,PUTTEKAADU,K P SULAIKHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Feroke,28,AMBALANGADI,P L BINDU,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,29,MUNNILAMPADAM,ANFAS P,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,30,PUTTEKADU WEST,DEEPIKA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Feroke,31,POOTHOLAM,VINODKUMAR K,BJP,General,General,OpenDataKerala GitHub
2020,Kozhikode,Feroke,32,CHENAPARAMB SOUTH,REJINI P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Feroke,33,PANDIPADAM,LINISHA A,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kozhikode,Feroke,34,THEKKETHALA,LAILA K P,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Feroke,35,KOTHARTHODE,SAJITHA KABEER,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Feroke,36,MADATHILPADAM WEST,WAHEEDA T K,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Feroke,37,MADATHILPADAM EAST,RAHMA PAROL,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Feroke,38,IRIYAMPADAM,SHYNI K,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,1,MANIANGODE,M B BABU,CPI(M),General,General,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,2,PULIYARMALA,K K VALSALA,LJD,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,3,GOVT.HIGH SCHOOL,SHIBU M K,CPI(M),General,General,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,4,NEDUNGODE,SREEJA V,INDEPENDENT,SC Woman,SC Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,5,EMILY,MUJEEB RAHIMAN,INDEPENDENT,General,General,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,6,KANYAGURUKULAM,AYSHA PALLIYALIL,INC,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,7,KAINATTY,PUSHPA,CPI(M),ST Woman,ST Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,8,CIVIL STATION,T MANI,CPI,ST,ST,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,9,CHATHOTHUVAYAL,ABDULLA P ALIAS KUNJUTTY,INDEPENDENT,General,General,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,10,MUNICIPAL OFFICE,ADV. ISSC T J,INC,General,General,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,11,EMILY THADAM,ADV. A P MUSTHAFA,IUML,General,General,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,12,AMBILERY,RAHIYANATH VADAKKETHIL,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,13,GRAMATHU VAYAL,KAMARUDEEN,CPI(M),General,General,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,14,PALLYTHAZHE,SHAREEFA C,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,15,PUTHIYA BUS STAND,AJITHA K,INC,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,16,PULPARA,SAJITHA MAJEED,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,17,RATTAKOLLY,SHYAMALA A R,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,18,PUTHOORVAYAL QUARRY,D RAJAN,LJD,General,General,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,19,PUTHOORVAYAL,JAINA JOY,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,20,MADIYOORKUNI,VINODKUMAR P,INC,General,General,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,21,PERUMTHATTA,SUBHASH P K,INC,SC,SC,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,22,VELLARAMKUNNU,RAJARANI,INC,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,23,ADLAYED,SABEER P A,CPI(M),General,General,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,24,ONIVAYAL,RAJULA T K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,25,TURKEY,HAMSA C,CPI,General,General,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,26,EDAGUNI,NIJITHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,27,MUNDERI,C K SIAVRAMAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,28,MARAVAYAL,SAROJINI,IUML,ST Woman,ST Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,1,PANCHARAKOLLI,PATHUMMA TEACHER,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,2,PILAKKAVU,SEEMANDINI SURESH,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,3,JESSY,USHA KELU,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,4,KALLIYOTTU,BABU PULIKKAL,INC,General,General,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,5,KALLUMOTTAMKUNNU,V K SULOCHANA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,6,AMBUKUTHI,P V S MOOSSA,IUML,General,General,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,7,CHOYIMOOLA,ABDUL ASIF K M,CPI(M),General,General,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,8,VINCENTGIRI,P M BENNY,INC,General,General,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,9,ONDAYANGADY,RAMACHANDRAN G,CPI(M),ST,ST,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,10,MUDRAMOOLA,SMITHA TEACHER,INC,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,11,CHEROOR,JACOB SEBASTIAN,INC,General,General,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,12,KURUKKANMOOLA,ALICE CICIL,INC,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,13,KURUVA,TIJI JOHNSON,INC,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,14,KADANKOLLI,SHIBU K GEORGE,INC,General,General,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,15,PAYYAMPALLY,LAILA SAJI,INC,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,16,PUTHIYIDAM,VIPIN VENUGOPAL,CPI(M),General,General,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,17,KOILERY,ASHOKAN KOILERI,INC,General,General,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,18,THANNIKKAL,VARGHEES JACOB,CPI(M),General,General,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,19,VALLIYOORKKAVU,K C SUNILKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,20,VARADIMOOLA,THANKAMANI,CPI(M),ST,ST,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,21,MYTHRINAGAR,SHAMSUDEEN,INC,General,General,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,22,CHETTAPPALAM,SINI BABU,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,23,ARATTUTHARA,MARGRET THOMAS THOMAS,INC,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,24,PERUVAKA,C K RATNAVALLY,INC,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,25,MANANTHAVADY TOWN,ADV SINDU SEBASTIAN,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,26,THAZHEYANGADY,ARUN KUMAR B D,INDEPENDENT,SC,SC,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,27,ERUMATHERVU,P V GEORGE,INC,General,General,OpenDataKerala GitHub
