Year,District,Block_Panchayat,Ward_No,Ward_Name,Winning_Candidate,Party,Category,Reservation_Status,Source
2015,Kollam,Kottarakara,3,MUTTARA,CHITHRAVALSALA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Kottarakara,4,ODANAVATTOM,L. BALAGOPAL,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,Kottarakara,5,VELIYAM,B.MADHU,CPI,SC,SC,OpenDataKerala GitHub
2015,Kollam,Kottarakara,6,MYLODU,Y.RAJAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,Kottarakara,7,POOYAPPALLY,R. VENUGOPALAN,CPI,General,General,OpenDataKerala GitHub
2015,Kollam,Kottarakara,8,KOTTARA,SHYLAJA ANILKUMAR,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Kottarakara,9,NEDUMONKAVU,AMBILY.J.R,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Kottarakara,10,KAREEPRA,K. SUMA,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Kollam,Kottarakara,11,THRIPPALAZHIKAM,ALEYKUTTY.K,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Kottarakara,12,EZHUKONE,RATHEESH KILITHATTIL,INC,General,General,OpenDataKerala GitHub
2015,Kollam,Kottarakara,13,IRUMPANANGADU,RENJINI AJAYAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chittumala,1,MUNDROTHURUTH,THANKAMANI SASIDHARAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chittumala,2,KIZHAKKE KALLADA,P. BABU,CPI,General,General,OpenDataKerala GitHub
2015,Kollam,Chittumala,3,CHITTUMALA,K THANKAPPAN UNNITHAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,Chittumala,4,MULAVANA,PLAVARA JOHN PHILIP,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,Chittumala,5,PERAYAM,USHA,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chittumala,6,KUNDARA,SIMMI,RSPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chittumala,7,NANTHIRIKKAL,C SANTHOSH,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,Chittumala,8,KERALAPURAM,SINDHU MOHAN,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chittumala,9,PERINAD,SOBHA V,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Kollam,Chittumala,10,PERUMON,GEETHA BALAKRISHNAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chittumala,11,PANAYAM,E.V. SAJEEV KUMAR,CPI,General,General,OpenDataKerala GitHub
2015,Kollam,Chittumala,12,KANJAVELI,BEENA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chittumala,13,KANJIRAMKUZHI,K.SATHYAN,CPI,SC,SC,OpenDataKerala GitHub
2015,Kollam,Chavara,1,VADAKKUMTHALA,K.G.VISWAMBARAN,CPI,General,General,OpenDataKerala GitHub
2015,Kollam,Chavara,2,THEVALAKKARA,MUMTHAS A,RSP,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chavara,3,ARINALLOOR,KOIVILASIMON,INC,General,General,OpenDataKerala GitHub
2015,Kollam,Chavara,4,MUKUNDAPURAM,MUTHAS M.K,CPI,General,General,OpenDataKerala GitHub
2015,Kollam,Chavara,5,KOYIVILA,THANKAMANYPILLAI K,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chavara,6,THEKKUMBHAGOM,VIJAYAKUMARI,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chavara,7,NEENDAKARA,SHEELA,INC,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chavara,8,CHAVARA,N MOHANLAL,RSP,SC,SC,OpenDataKerala GitHub
2015,Kollam,Chavara,9,KOTTAMKULANGARA,ARUNRAJ R,INC,General,General,OpenDataKerala GitHub
2015,Kollam,Chavara,10,SANKARAMANGALAM,BINDHUKRISHNAKUMAR,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chavara,11,KOVILTHOTTAM,BINDHUSUNNY,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chavara,12,VADUTHALA,P SUDHAKUMARI,INC,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chavara,13,PANMANA,K.A.NIYAS,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,Mukhathala,1,PEROOR,SMT.SOBHANA SUNIL,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Mukhathala,2,KOTTAMKARA,SMT.K.GIRIJAKUMARI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Mukhathala,3,KERALAPURAM,SMT.REMANI.G,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Mukhathala,4,ELAMPALLOOR,SRI.K.C.VARDHARAJAN PILLAI,INC,General,General,OpenDataKerala GitHub
2015,Kollam,Mukhathala,5,PERUMPUZHA,SMT.JAYAKUMARI.S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Mukhathala,6,PAZHANGALAM,SRI.R.BIJU,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,Mukhathala,7,PALLIMON,SRI.PALLIMON SANTHOSH,INC,General,General,OpenDataKerala GitHub
2015,Kollam,Mukhathala,8,NEDUMPANA,SMT.SHAHIDA SHANAVAS,INC,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Mukhathala,9,KUREEPPALLY,SRI.GEORGE MATHEW,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,Mukhathala,10,KANNANALLOOR,SMT.GEETHA DEVI .P,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Mukhathala,11,KOTTIYAM,SMT.AMBILI BABU,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Kollam,Mukhathala,12,PULLICHIRA,SRI.S.RAJEEV,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,Mukhathala,13,MAYYANAD,SRI.V.S.VIPIN,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,Mukhathala,14,UMAYANALLOOR,SRI.D.PUSHPARAJAN,CPI,SC,SC,OpenDataKerala GitHub
2015,Kollam,Mukhathala,15,THRIKKOVILVATTOM,SRI.VALSALA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Ithikkara,1,ADICHANALLOOR,SHERLY STEPHEN,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,Ithikkara,2,EDANADU,SREEJA HARISH,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Ithikkara,3,CHATHANNOOR NORTH,JAYALEKSHMI R.S.,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Ithikkara,4,KALLUVATHUKKAL,JOHN MATHEW,JD(S),General,General,OpenDataKerala GitHub
2015,Kollam,Ithikkara,5,VELAMANOOR,SUNDARASAN A,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,Ithikkara,6,MEENAMBALAM,SINDHU ANI,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Ithikkara,7,CHIRAKKARA,LAILA S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Ithikkara,8,PUTHENKULAM,PROF.V.S. LEE,CPI,General,General,OpenDataKerala GitHub
2015,Kollam,Ithikkara,9,POOTHAKKULAM,ASADEVI A,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Kollam,Ithikkara,10,KALAKKODU,VIJAYASREE SUBHASH,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Ithikkara,11,NEDUNGOLAM,MAYA SURESH,CPI,General,General,OpenDataKerala GitHub
2015,Kollam,Ithikkara,12,CHATHANNOOR,GIRIKUMAR D,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Kollam,Ithikkara,13,KOTTIYAM,MYLAKKADU SUNIL,INC,General,General,OpenDataKerala GitHub
2015,Kollam,Chadayamangalam,1,AMPALAMKUNNU,SAM K DANIEL,CPI,General,General,OpenDataKerala GitHub
2015,Kollam,Chadayamangalam,2,ELAMADU,PUSHPA KUMARI C,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chadayamangalam,3,ELAVAKKODU,B SHAMLA,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chadayamangalam,4,ITTIVA,FATHIMA MAJEED,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chadayamangalam,5,CHUNDA,ARUNA DEVI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chadayamangalam,6,THUDAYANNOOR,S SANDHYA,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Kollam,Chadayamangalam,7,CHITHARA,J BIJU,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,Chadayamangalam,8,CHAKKAMALA,K B SABARINADH,CPI,General,General,OpenDataKerala GitHub
2015,Kollam,Chadayamangalam,9,MATHIRA,NAJEEBATH J,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chadayamangalam,10,KUMMIL,A SAFARULLA KHAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,Chadayamangalam,11,KADAKKAL,LILLY D,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chadayamangalam,12,ALTHARAMOODU,VELLARVATTAM SELVAN,INC,General,General,OpenDataKerala GitHub
2015,Kollam,Chadayamangalam,13,NILAMEL,N S SALEENA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,Chadayamangalam,14,CHADAYAMANGALAM,RAKESH V,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,Chadayamangalam,15,OYOOR,S S SARATH,INC,SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,Mallappally,1,MUKKOOR,SREELEKHA. S,JD(S),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Mallappally,2,ANIKAD,KUNJUKOSHI PAUL,KC(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Mallappally,3,PUNNAVELI,MINU SAJAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Mallappally,4,KOTTANGAL,SATHEESH. K,CPI,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Mallappally,5,KOTTANADU,T.K. OMANA,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Mallappally,6,CHALAPPALLY,SOSAMMA THOMAS,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Mallappally,7,KEEZHVAIPUR,BINU JOSEPH,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Mallappally,8,MALLAPPALLY,UNNIKRISHNAN NADUVILEMURI,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Mallappally,9,MADUKOLI,KOSHY.P ZACHARIAH,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Mallappally,10,KALLOOPPARA,MANUBAI,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Mallappally,11,KAVIYOOR,DINESH. K,KC(M),SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,Mallappally,12,KOTTOOR,C.K. LETHAKUMARY,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Mallappally,13,KUNNAMTHANAM,SHINI KALESH KUMAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Pulikeezhu,1,CHATHANKERY,ADV. SATHISH CHATHANKERY,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Pulikeezhu,2,MEPRAL,ANIL MARY CHERIAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Pulikeezhu,3,KARACKAL,EAPPEN KURIAN,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Pulikeezhu,4,PULIKEEZHU,BINILKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Pulikeezhu,5,VENPALA,ANURADHA SURESH,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Pulikeezhu,6,KUTTOOR,PRASAD K.G,BJP,SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,Pulikeezhu,7,OTHARA,SOSAMMA MAJU,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Pulikeezhu,8,PARUMALA,AMBIKA MOHAN,KC(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Pulikeezhu,9,KADAPRA,ADV.M.B.NINAN,NCP,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Pulikeezhu,10,NIRANAM,SUMA CHERIAN,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Pulikeezhu,11,KOMBANKERY,ANNAMMA VARUGHESE .C,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Pulikeezhu,12,KANNASSA,SUSAMMA PAULOSE,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Pulikeezhu,13,NEDUMPROM,T.PRESANNA KUMARI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Koipuram,1,ERAVIPEROOR,K. C. SAJIKUMAR,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,Koipuram,2,PURAMATTOM,GIJI MATHEW,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Koipuram,3,THELLIYOOR,SUSAN GEORGE,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Koipuram,4,EZHUMATTOOR,VALSALA K. K.,CMP,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Koipuram,5,EDACKADU,JOHNSON MATHEW,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Koipuram,6,PLANKAMON,ACKAMMA JOHNSON,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Koipuram,7,AYROOR,MOLLY BABU,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Koipuram,8,CHARALKKUNNU,RETNAKUMARIAMMA,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Koipuram,9,MARAMON,ADV. R. KRISHNAKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Koipuram,10,PULLAD,AJAYAKUMAR,BJP,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Koipuram,11,POOVATHOOR,NIRAMALA MATHEWS,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Koipuram,12,OTHERA,JOSEPH MATHEW,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Koipuram,13,NANNOOR,SABITHA KUNNATHETTU,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Elanthoor,1,KOZHENCHERRY,JERRY MATHEW SAM,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Elanthoor,2,CHERUKOLE,BIJILI P. EASOW,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Elanthoor,3,KEEKOZHOOR,JESSY THOMAS,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Elanthoor,4,KADAMMANITTA,DEEPA A.N.,KC(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Elanthoor,5,NARANGANAM,JOHN V.THOAMS,NCP,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Elanthoor,6,PARIYARAM,SATHYAN M.B.,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Elanthoor,7,PRAKKANAM,PAPPACHAN K.S.,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Elanthoor,8,PUTHENPEEDIKA,SIVARAMAN N.,INC,SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,Elanthoor,9,OMALLOOR,INDIRADEVI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Elanthoor,10,CHENNEERKARA,ALICE RAVI,CMP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Elanthoor,11,ELANTHOOR,REMADEVI P,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Elanthoor,12,KUZHIKKALA,SALY THOMAS,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Elanthoor,13,MALLAPUZHASSERY,VALSAMMA MATHEW,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Ranni,1,MAKKAPUZHA,ANSON THOMAS,CPI,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Ranni,2,PAZHAVANGADI,K.UTHAMAN,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,Ranni,3,NARANAMMOOZHY,THOMAS(RAJAN NEERAMPLACKAL),INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Ranni,4,VECHOOCHIRA,BIBIN MATHEW,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Ranni,5,KOLLAMULA,MINU ABRAHAM,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Ranni,6,PERUNADU,GIRIJA MADHU,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Ranni,7,ANGAMOOZHY,JACOB VALAYAMPALLI,CPI,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Ranni,8,SEETHATHODU,SHANU SALIM,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Ranni,9,CHITTAR,OMANA SREEDHARAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Ranni,10,VADASSERIKKARA,ADV.CHINCHU PRASAD,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Ranni,11,VALIYAKULAM,LATHA SURESH,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Ranni,12,RANNI,BINOY KURIAKOSE,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Ranni,13,ANGADI,MERCY PANDIYATHU,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Konni,1,MYLAPRA,MATHEW THOMAS,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Konni,2,MALAYALAPPUZHA,S SHAJI,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Konni,3,KONNI-THAZHAM,ELIZABETH RAJU,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Konni,4,ATHUMBUMKULAM,PRIYA S THAMPY,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Konni,5,THANNITHODE,P R RAMACHANDRAN PILLAI,CPI,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Konni,6,VAKAYAR,MINI VINOD,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Konni,7,ARUVAPPULAM,JAYA ANIL,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Konni,8,KONNI,ROJI ABRAHAM,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Konni,9,V-KOTTAYAM,JAYASREE SURESH,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Konni,10,KYPPATTOOR,ROSAMMA BABUJI,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Konni,11,VALLIKKODE,K VISWAMBHARAN,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Konni,12,PRAMADOM,KUTTAPPAN P K (KONNIYOOR P K),INC,SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,Konni,13,ELAKOLLOOR,LEELA RAJAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Pandalam,1,ARATTUPUZHA,N S KUMAR (MAKKAN),INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Pandalam,2,ARANMULA,P K SUBEESH KUMAR,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,Pandalam,3,MOOLOOR,PINKY SREEDHAR,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Pandalam,4,THUMPAMON THAZHAM,M K SYAMALAKUMARY,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Pandalam,5,THUMPAMON,THOMAS T. VARGHEESE,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Pandalam,6,THATTAYIL,N VILASINI TEACHER,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Pandalam,7,PONGALADY,REKHA ANIL,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Pandalam,8,VIJAYAPURAM,REGHU PERUMPULICKAL,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Pandalam,9,KULANADA,RADHAMONEY K,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Pandalam,10,ULLANNOOR,JOHNSON ULLANNOOR,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Pandalam,11,MEZHUVELY,P K THANKAMMA TEACHER,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Pandalam,12,VALLANA,SANTHAKUMARI TEACHER,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Pandalam,13,NEERVILAKAM,P B SATHEESHKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Parakkode,1,PALLICKAL,VIMAL KUMAR,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Parakkode,2,PAZHAKULAM,MAYA UNNIKRISHNAN,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Parakkode,3,PERINGANADU,ASHA SHAJI,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Parakkode,4,VADAKKADATHUKAVU,NIKHILA JIJUTHARAKAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Parakkode,5,EZHAMKULAM,EZHAMKULAM AJU,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Parakkode,6,KODUMON,ADV.C.PRAKASH,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Parakkode,7,ANGADICKAL,BEENA PRABHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Parakkode,8,NEDUMONKAVU,SOMARAJAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Parakkode,9,KOODAL,SOUDHAMINI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Parakkode,10,KALANJOOR,AJOMON,INC,SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,Parakkode,11,ELAMANNOOR,RAJAGOPALAN NAIR,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,Parakkode,12,KAITHAPARAMBU,REMA JOGEENDHAR,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Parakkode,13,ENATHU,CHANDRAMATHI,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Parakkode,14,VELUTHAMBI DALAVA,R.SHEELA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,Parakkode,15,KADAMPANADU,S.RADHAKRISHNAN,CPI,General,General,OpenDataKerala GitHub
2015,Alappuzha,Thycattussery,1,AROOKUTTY,P K KOCHAPPAN,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Alappuzha,Thycattussery,2,PERUMBALAM,P G MURALEEDHARAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Alappuzha,Thycattussery,3,VAZHATHARAVELI,NIRMALA SELVARAJ,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Alappuzha,Thycattussery,4,POOCHACKAL,MEGHA VENU,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Alappuzha,Thycattussery,5,THEVARVATTOM,RETHY NARAYANAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Alappuzha,Thycattussery,6,MAKKEKADAVU,SINDHU MAHESAN,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Alappuzha,Thycattussery,7,PALLIPPURAM,P D SABEESH,CPI(M),General,General,OpenDataKerala GitHub
2015,Alappuzha,Thycattussery,8,THIRUNALLOOR,SHEELA RAGHUVARAN,INC,General,General,OpenDataKerala GitHub
2015,Alappuzha,Thycattussery,9,PALLUVELI,RAJESH RAMAKRISHNAN,CPI,General,General,OpenDataKerala GitHub
2015,Alappuzha,Thycattussery,10,THYCATTUSSERY,ABRAHAM GEORGE,CPI(M),General,General,OpenDataKerala GitHub
2015,Alappuzha,Thycattussery,11,THALIYAPARAMBU,NEETHU RANJITH,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Alappuzha,Thycattussery,12,THRICHATTUKULAM,USHA RAJAGOPAL,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Alappuzha,Thycattussery,13,NADUVATH NAGAR,SHAYAMALA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Alappuzha,Pattanakkad,1,AROOR WEST,V.K.GOWREESAN,JSS,General,General,OpenDataKerala GitHub
2015,Alappuzha,Pattanakkad,2,AROOR EAST,P.M.AJITHKUMAR,CPI,General,General,OpenDataKerala GitHub
2015,Alappuzha,Pattanakkad,3,ERAMALLOOR,HEMA DAMODARAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Alappuzha,Pattanakkad,4,CHAMMANADU,JAYA ASOKAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Alappuzha,Pattanakkad,5,KUTHIATHODE,VINOD. C. T.,CPI(M),General,General,OpenDataKerala GitHub
2015,Alappuzha,Pattanakkad,6,NALUKULANGARA,N.SAJI,CPI(M),General,General,OpenDataKerala GitHub
2015,Alappuzha,Pattanakkad,7,THURAVOOR,MANI PRABHAKARAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Alappuzha,Pattanakkad,8,PATTANAKKAD,VALSALA THAMPI,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Alappuzha,Pattanakkad,9,VAYALAR,SINDHU VAVAKKADU,INC,Woman,Woman,OpenDataKerala GitHub
2015,Alappuzha,Pattanakkad,10,KALAVAMKODAM,SREEJA.A.T,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Alappuzha,Pattanakkad,11,VETTACKAL,ADV.T.H.SALAM,INC,General,General,OpenDataKerala GitHub
2015,Alappuzha,Pattanakkad,12,MANAKKODAM,SEBASTIAN (JAISON),INC,General,General,OpenDataKerala GitHub
2015,Alappuzha,Pattanakkad,13,CHANGAROM,ANITHA DILEEP,INC,Woman,Woman,OpenDataKerala GitHub
2015,Alappuzha,Pattanakkad,14,EZHUPUNNA,THANKAMMA (KUNJUMOL),INC,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Alappuzha,Kanjikuzhy,1,THYKKAL BEACH,JAMES CHINKUTHARA,INC,General,General,OpenDataKerala GitHub
2015,Alappuzha,Kanjikuzhy,2,KADAKKARAPALLY,VIJAYAMMA.V.K,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Alappuzha,Kanjikuzhy,3,KURUPPAMKULANGARA,SUDHARMMINI THAMPAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
