Year,Corporation,Ward_No,Ward_Name,Winning_Candidate,Party,Category,Reservation_Status,Source
2010,Thrissur,12,CHEMBUKKAVU,PROF. ANNAM JOHN,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,13,KIZHAKUMPATTUKARA,BAIJU VARGHESE,INC,General,General,OpenDataKerala GitHub
2010,Thrissur,14,PARAVATTANI,M L ROSY,SJ(D),Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,15,OLLUKARA,SYAMALA MURALEEDHARAN,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,16,NETTISSERI,M K VARGHEESE,INC,General,General,OpenDataKerala GitHub
2010,Thrissur,17,MULLAKKARA,P U HAMZA,INC,General,General,OpenDataKerala GitHub
2010,Thrissur,18,MANNUTHY,JAYASREE BHASKARAN,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,19,KRISHNAPURAM,DR. M USMAN SAHIB,INDEPENDENT,General,General,OpenDataKerala GitHub
2010,Thrissur,20,KALATHODU,I P PAUL,INC,General,General,OpenDataKerala GitHub
2010,Thrissur,21,NADATHARA,KIRAN C LAZAR,INC,General,General,OpenDataKerala GitHub
2010,Thrissur,22,CHELAKOTTUKARA,SUSAN BABY,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,23,MISSION QUARTERS,LINI HAPPY,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,24,VALARKAVU,C K SUBRAMANIAN (KANNAN),INC,SC,SC,OpenDataKerala GitHub
2010,Thrissur,25,KURIYACHIRA,BILSY BABU KALLARAKKAL,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,26,ANCHERI,SATHEESH APPUKUTTAN,INC,SC,SC,OpenDataKerala GitHub
2010,Thrissur,27,KUTTANELLUR,BINDHU KUMARAN,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,28,PADAVARADU,SURESHINI SURESH,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,29,EDAKUNNI,JAYA MUTHIPEEDIKA,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,30,THAIKATTUSSERY,K S SANTHOSH,INC,General,General,OpenDataKerala GitHub
2010,Thrissur,31,OLLUR,JOHN KANJIRATHINGAL,KC,General,General,OpenDataKerala GitHub
2010,Thrissur,32,CHIYYARAM SOUTH,KAROLI JOSHWA,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,33,CHIYYARAM NORTH,MINI JOSHY,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,34,KANNAMKULANGARA,MUKESH KULAPARAMBIL,INDEPENDENT,General,General,OpenDataKerala GitHub
2010,Thrissur,35,PALLIKULAM,ADV. NANCY AKKARAPATTY,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,36,THEKKINKADU,PULLAT SARALADEVI,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,37,KOTTAPPURAM,K GIREESH KUMAR,INC,General,General,OpenDataKerala GitHub
2010,Thrissur,38,POOTHOLE,SARAMMA ROBSON,CPI,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,39,KOKKALA,VINOD POLLENCHERY,INDEPENDENT,General,General,OpenDataKerala GitHub
2010,Thrissur,40,VADUKKARA,SADHANANDHAN VAZHAPPULLY,INC,General,General,OpenDataKerala GitHub
2010,Thrissur,41,KOORKANCHERY,K M SIDHARTHAN,INC,General,General,OpenDataKerala GitHub
2010,Thrissur,42,KANIMANGALAM,JAYAPRAKAS POOVATHINGAL,INC,General,General,OpenDataKerala GitHub
2010,Thrissur,43,PANAMUKKU,P A VARGHESE,INC,General,General,OpenDataKerala GitHub
2010,Thrissur,44,NEDUPUZHA,P A PURUSHOTHAMAN,CPI(M),General,General,OpenDataKerala GitHub
2010,Thrissur,45,KARIATTUKARA,LALI JAMES,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,46,CHETTUPUZHA,SUNANDA GOPALAKRISHNAN,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,47,PULLAZHI,K RAMANATHAN,INC,General,General,OpenDataKerala GitHub
2010,Thrissur,48,OLARI,ADV. M K MUKUNDHAN,INC,General,General,OpenDataKerala GitHub
2010,Thrissur,49,ELTHURUTH,REENA JOY,KC(M),Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,50,LALOOR,FRANCIS CHALISSERY,INC,General,General,OpenDataKerala GitHub
2010,Thrissur,51,ARANATTUKARA,FRANCIS THERATTIL,INDEPENDENT,General,General,OpenDataKerala GitHub
2010,Thrissur,52,KANATTUKARA,C S SRINIVAS,INC,General,General,OpenDataKerala GitHub
2010,Thrissur,53,AYYANTHOLE,ADV. M P SRINIVASAN,CPI(M),General,General,OpenDataKerala GitHub
2010,Thrissur,54,CIVIL STATION,VALSALA BABURAJ,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,55,PUTHURKARA,P V SAROJINI,INC,Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,1,ELATHUR,JUGAL BABU C M,INC,General,General,OpenDataKerala GitHub
2010,Kozhikode,2,CHETTIKULAM,NISHA K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,3,ERANHIKKAL,HAJARA M P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,4,PUTHUR,RADHAKRISHNAN MASTER M,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,5,MOKAVOOR,LIMNA SURESH,NCP,Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,6,KUNDOOPARAMBA,MANJU CHANDRAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,7,KARUVISSERY,SUDHEER V,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,8,MALAPARAMBA,PROF.ABDUL LATHEEF P T,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,9,THADAMBATTUTHAZHAM,SADASIVAN O,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,10,VENGERI,SREEDHARAN M,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,11,POOLAKKADAVU,JANAMMA KUNHUNNUNY,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,12,PAROPADI,SHOBITHA K C,INC,Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,13,CIVILSTATION,SATHYANATHAN K,INC,General,General,OpenDataKerala GitHub
2010,Kozhikode,14,CHEVARAMBALAM,PADMAJA K T,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,15,VELLIMADUKUNNU,BALAGOPALAN K,INC,General,General,OpenDataKerala GitHub
2010,Kozhikode,16,MOOZHIKKAL,HAMEED M P,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,17,CHELAVOOR,SHINOJ KUMAR P,INC,General,General,OpenDataKerala GitHub
2010,Kozhikode,18,MAYANAD,AMINA TEACHER KALATHIL,IUML,Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,19,MEDICAL COLLEGE SOUTH,SOMAN E M,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,20,MEDICAL COLLEGE,MOHANAN M,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,21,CHEVAYOOR,VIDYA BALAKRISHNAN,INC,Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,22,KOVOOR,MEERA DARSAK,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,23,NELLIKKODE,DEVAKI K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,24,KUDILTHODE,ANITHA KRISHNANUNNI,INC,Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,25,KOTTOOLI,ANITHA RAJAN,NCP,Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,26,PARAYENCHERI,RAVINDRAN K,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,27,PUTHIYARA,SREEKUMAR K,INC,General,General,OpenDataKerala GitHub
2010,Kozhikode,28,KUTHIRAVATTAM,CHEMBIL VIVEKANANDAN,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,29,POTTAMMAL,PROF.A K PREMAJAM,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,30,KOMMERI,KAVITHA ARUN,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,31,KUTTIYILTHAZHAM,KOYAMOIDEEN T P,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,32,POKKUNNU,BEERAN KOYA K T,IUML,General,General,OpenDataKerala GitHub
2010,Kozhikode,33,KINASSERY,SREEVALLI C P,IUML,SC Woman,SC Woman,OpenDataKerala GitHub
2010,Kozhikode,34,MANKAVU,SOUDAMINI TEACHER K,INC,Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,35,AZHCHAVATTOM,MOYINKUTTY N C,SJ(D),General,General,OpenDataKerala GitHub
2010,Kozhikode,36,KALLAI,SUDHAMANI M C,INC,Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,37,PANNIYANKARA,ADV. ANVAR A V,IUML,General,General,OpenDataKerala GitHub
2010,Kozhikode,38,MEENCHANTHA,USHADEVI TEACHER,INC,Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,39,THIRUVANNUR,AYISHABI PANDIKASALA,IUML,Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,40,AREEKKAD NORTH,SALMA RAHMAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,41,AREEKKAD,NABEESA SAIDU,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,42,NALLALAM,SABITHA KODI T,IUML,SC Woman,SC Woman,OpenDataKerala GitHub
2010,Kozhikode,43,KOLATHARA,ZAREENA C,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,44,KUNDAYITHODU,GIRIJA HARIDAS,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,45,CHERUVANNUR EAST,SREEJA HAREESH,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,46,CHERUVANNUR WEST,MOIDEEN KOYA T,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,47,BEYPORE PORT,JALAJA P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,48,BEYPORE,THOTTUNGAL RAJANI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,49,MARAD,PONNATH DEVARAJAN,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,50,NADUVATTOM,PRASEEJA V,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,51,PUNCHAPPADAM,HYDARALI P V,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,52,ARAKKINAR,SAIFUNEESA K K,IUML,Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,53,MATHOTTAM,HASSAN T,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,54,KAPPAKKAL,AVARAN P V,IUML,General,General,OpenDataKerala GitHub
2010,Kozhikode,55,PAYYANAKKAL,MUSAFER AHAMED,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,56,CHAKKUMKADAVU,SWAMINADHAN M K,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,57,MUKHADAR,BRAZEELIA SHAMSUDHEEN,INL,Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,58,KUTTICHIRA,ABDULLA KOYA K P,IUML,General,General,OpenDataKerala GitHub
2010,Kozhikode,59,CHALAPPURAM,ADV. M T PADMA,INC,Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,60,PALAYAM,ZACHARIA P HUSSAIN,INC,General,General,OpenDataKerala GitHub
2010,Kozhikode,61,VALIYANGADI,POTTANGADI KISHEN CHAND,SJ(D),General,General,OpenDataKerala GitHub
2010,Kozhikode,62,MOONNALINGAL,JEAN MOSES,SJ(D),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,63,THIRUTHIYAD,BHARADWAJ O M,CPI(M),SC,SC,OpenDataKerala GitHub
2010,Kozhikode,64,ERANHIPALAM,SINI K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,65,NADAKKAVU,ARANGIL KAMALA REGHUNATH,SJ(D),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,66,VELLAYIL,MUHAMMED ALI K,IUML,General,General,OpenDataKerala GitHub
2010,Kozhikode,67,THOPPAYIL,SUJAN T,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,68,CHAKKORATHUKULAM,RENUKA DEVI C K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,69,KARAPARAMBA,POOLAKKAL SREEKUMAR,INC,General,General,OpenDataKerala GitHub
2010,Kozhikode,70,EAST HILL,KRISHNADAS THAVUNDAPURATH,INC,General,General,OpenDataKerala GitHub
2010,Kozhikode,71,ATHANIKKAL,SATHYABHAMA C S,INC,Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,72,WEST HILL,SALIM C P,INC,General,General,OpenDataKerala GitHub
2010,Kozhikode,73,EDAKKAD,BABU RAJ K V,CPI(M),General,General,OpenDataKerala GitHub
2010,Kozhikode,74,PUTHIYANGADI,SOUDABI T K,IUML,Woman,Woman,OpenDataKerala GitHub
2010,Kozhikode,75,PUTHIYAPPA,MOHANDAS V K,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,2,CHANDAVILA,BINDHU S,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,3,KATTAYIKONAM,SINDHU SASI,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,4,SREEKARIYAM,LATHA KUMARI N S,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,5,CHERUVAIKAL,ALATHARA ANIL KUMAR,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,6,ULLOOR,JOHNSON JOSEPH,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,7,EDAVACODE,V SALINI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,8,CHELLAMANGALAM,SUDHARSANAN C,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,9,CHEMPAZHANTHY,SHEELA K S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,10,POWDIKONAM,NARAYANA MANGALAM RAJENDRAN,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,11,NJANDOORKONAM,PRADEEP KUMAR A,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,12,KINAVOOR,SEELAS K,INC,SC,SC,OpenDataKerala GitHub
2015,Thiruvananthapuram,13,MANNANTHALA,ANIL KUMAR N,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,14,NALANCHIRA,THRESIAMMA THOMAS,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,15,KESAVADASAPURAM,STEPHY J GEORGE,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,16,MEDICAL COLLEGE,SINDHU S S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,17,PATTOM,REMYA REMESH S R,BJP,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,18,MUTTADA,R GEETHA GOPAL,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,19,KUDAPPANAKUNNU,ANITHA S,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,20,PATHIRAPALLY,KRISHNANKUTTY NAIR V,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,21,CHETTIVILAKAM,R DINESH KUMAR,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,22,SASTHAMANGALAM,BINDU SREEKUMAR,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,23,KOWDIAR,MURALEEDHARAN K,INC,SC,SC,OpenDataKerala GitHub
2015,Thiruvananthapuram,24,KURAVANKONAM,MAYA R S,RSP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,25,NANTHENCODE,PALAYAM RAJAN,Con(S),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,26,KUNNUKUZHY,BINU I P,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,27,PALAYAM,AISHABAKER,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,28,THYCAUD,VIDYA MOHAN M A,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,29,VAZHUTHACAUD,ADV. RAKHI RAVIKUMAR,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,30,KANJIRAMPARA,KANJIRAMPARA RAVI,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,31,PEROORKADA,ANIL KUMAR P S,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,32,THURUTHUMMMOOLA,VIJAYAKUMAR V,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,33,NETTAYAM,RAJI MOL P,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,34,KACHANI,BALAN T,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,35,VAZHOTTUKONAM,HELEN G (RANI VIKRAMAN),CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,36,VATTIYOORKAVU,S HARISANKAR,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,37,KODUGANOOR,KODUNGANOOR HARI,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,38,PTP NAGAR,KOMALA KUMARY,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,39,PANGODE,S MADHUSOODANAN NAIR,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,40,THIRUMALA,MANJU P V,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,41,VALIYAVILA,GIRIKUMAR,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,42,POOJAPPURA,DR. B VIJAYALEKSHMI,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,43,VALIYASALA,LAKSHMI M,BJP,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,44,JAGATHY,SHEEJA MADHU,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,45,KARAMANA,KARAMANA AJITH,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,46,ARANOOR,S UNNIKRISHNAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,47,MUDAVANMUGHAL,GOPAKUMAR V,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,48,THRIKANNAPURAM,ANIL KUMAR K,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,49,NEMOM,M R GOPAN,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,50,PONNUMANGALAM,SHAFEERA BEEGUM S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,51,PUNNAKKAMUGHAL,R P SIVAJI,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,52,PAPPANAMCODE,ASHA NATH G S,BJP,SC,SC,OpenDataKerala GitHub
2015,Thiruvananthapuram,53,ESTATE,VIJAYAN A,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,54,NEDUMCAUD,S PUSHPALATHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,55,KALADY,MANJU G S,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,56,MELAMCODE,R SANIL KUMAR,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,57,PUNCHAKARI,A G KRISHNAVENI,RSP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,58,POONKULAM,C SATHYAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,59,VENGANOOR,SANTHOSH KUMAR P,BJP,SC,SC,OpenDataKerala GitHub
2015,Thiruvananthapuram,60,MULLOOR,C OMANA,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,61,KOTTAPPURAM,SHINI W,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,62,VIZHINJAM,N A RASHEED,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,63,HARBAR,NISSA BEEVI,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,64,VELLAR,JYOTHI SATHEESAN,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,65,THIRUVALLAM,NEDUMOM V MOHANAN,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,66,POONTHURA,PETER SOLOMAN,KC(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,67,AMBALATHARA,GEETHA KUMARY S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,68,KAMALESWARAM,V GIRI,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,69,KALIPPANKULAM,RASIA BEEGUM,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,70,ATTUKAL,BEENA R C,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,71,CHALA,S K P RAMESH,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,72,MANACAUD,SIMI JYOTHISH,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,73,KURIYATHY,BEENA MURUGAN,BJP,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,74,PUTHENPALLY,NOORJAHAN S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,75,MANIKAVILAKAM,PRIYA BIJU,INDEPENDENT,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,76,BEEMAPALLY EAST,SAJEENA TEACHER,IUML,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,77,BEEMAPALLY,BEEMAPALLY RASHEED,IUML,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,78,MUTTATHARA,ANJU S R,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,79,SREEVARAHAM,MINI R,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,80,FORT,R SURESH,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,81,THAMPANOOR,M V JAYALEKSHMI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,82,VANCHIYOOR,VANCHIYOOR P BABU,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,83,SREEKANTESWARAM,KOMALAVALLY,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,84,PERUNTHANNI,CHINCHU,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,85,PALKULANGARA,S VIJAYAKUMARI,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,86,CHAKKAI,K SREEKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,87,VALIYATHURA,SHEEBA PATRICK,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,88,VALLAKKADAVU,SHAJITHA NAZAR,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,89,SANGHUMUGHAM,SOLOMON VETTUKAD,CPI,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,90,VETTUCAUD,MARY LILLY RAJAD,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,91,KARIKKAKAM,HIMA SIJI,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,92,KADAKAMPALLY,K SOBHA RANI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,93,PETTAH,ANIL KUMAR D,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,94,KANNANMOOLA,SATHEESH KUMAR R,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,95,ANAMUGHAM,KARISHMA M A,CPI,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,96,AKKULAM,V R SINI,CMP(CC),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,97,KULATHOOR,SIVADATH S,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,98,ATTIPRA,SUNI CHANDRAN,BJP,SC,SC,OpenDataKerala GitHub
2015,Thiruvananthapuram,99,POWNDUKADAVU,MEDAYIL VIKRAMAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,100,PALLITHURA,PRATHIBHA JAYAKUMAR,INC,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,1,MARUTHADI,SONISHA,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Kollam,2,SAKTHIKULANGARA,MEENAKUMARI,RSP,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,3,MEENATHUCHERY,JANET (HONEY),CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Kollam,4,KAVANAD,RAJALEKSHMI CHANDRAN,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,5,VALLIKEEZHU,TINTU BALAN,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Kollam,6,KUREEPUZHA WEST,S RAJMOHANAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,7,KUREEPUZHA,AJITHKUMAR B,INC,General,General,OpenDataKerala GitHub
2015,Kollam,8,NEERAVIL,B ANILKUMAR,INC,General,General,OpenDataKerala GitHub
2015,Kollam,9,ANCHALUMMOODU,ADV.M.S GOPAKUMAR,RSP,General,General,OpenDataKerala GitHub
2015,Kollam,10,KADAVOOR,T R SANTHOSH KUMAR,CPI,General,General,OpenDataKerala GitHub
2015,Kollam,11,MATHILIL,PRASANTH,RSP,General,General,OpenDataKerala GitHub
2015,Kollam,12,THEVALLY,SHYLAJA B,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,13,VADAKKUMBHAGAM,HONEY,CPI,General,General,OpenDataKerala GitHub
2015,Kollam,14,ASRAMAM,RAVINDRAN P,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,15,ULIYAKOVIL,CHINTHA L SAJITH,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,16,ULIYAKOVIL EAST,AD. V RAJENDRABABU,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,17,KADAPPAKADA,N MOHANAN,CPI,SC,SC,OpenDataKerala GitHub
2015,Kollam,18,KOIKAL,J MEENULAL,INC,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,19,KALLUMTHAZHAM,VIJAYALEKSHMI J,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,20,MANGADU,VIJAYA FRANCIS,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Kollam,21,ARUNOOTTIMANGALAM,S PRASANNAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Kollam,22,CHATHINAKULAM,A NIZAR,SDPI,General,General,OpenDataKerala GitHub
